date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:06:42	2549/2549	---M--	200	added ('OK')	image/png	etag:%229f5-626db14367efb%22	http://bapatv.live/assets/images/01-testrer1731572239.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/01-testrer1731572239.png	(from http://bapatv.live/)
09:06:43	1356/1356	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:06:44%20GMT	http://bapatv.live/play.php?stream=238	C:/My%20Web%20Sites/tv/bapatv.live/play570d.html	(from http://bapatv.live/)
09:06:47	167057/167057	---M--	200	added ('OK')	image/png	etag:%2228c91-626c28a7422a1%22	http://bapatv.live/assets/images/Enter%20Ten%20Bangla1731466848.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/Enter%20Ten%20Bangla1731466848.png	(from http://bapatv.live/)
09:06:47	1346/1346	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:06:49%20GMT	http://bapatv.live/play.php?stream=358	C:/My%20Web%20Sites/tv/bapatv.live/play11b5.html	(from http://bapatv.live/)
09:06:53	67925/67925	---M--	200	added ('OK')	image/png	etag:%2210955-626b8bcb050f4%22	http://bapatv.live/assets/images/Cartoon%20Network1731424741.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/Cartoon%20Network1731424741.png	(from http://bapatv.live/)
09:06:53	1354/1354	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:06:55%20GMT	http://bapatv.live/play.php?stream=215	C:/My%20Web%20Sites/tv/bapatv.live/play2372.html	(from http://bapatv.live/)
09:06:56	78534/78534	---M--	200	added ('OK')	image/png	etag:%22132c6-6265495f8b942%22	http://bapatv.live/assets/images/Kids%20Creation1730994595.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/Kids%20Creation1730994595.png	(from http://bapatv.live/)
09:06:56	1342/1342	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:06:58%20GMT	http://bapatv.live/play.php?stream=307	C:/My%20Web%20Sites/tv/bapatv.live/play4a94.html	(from http://bapatv.live/)
09:07:03	96218/96218	---M--	200	added ('OK')	image/png	etag:%22177da-626c30eeb3a96%22	http://bapatv.live/assets/images/Sony%20Enter%20Ten1731469071.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/Sony%20Enter%20Ten1731469071.png	(from http://bapatv.live/)
09:07:03	1342/1342	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:07:05%20GMT	http://bapatv.live/play.php?stream=310	C:/My%20Web%20Sites/tv/bapatv.live/playd834.html	(from http://bapatv.live/)
09:07:03	61540/61540	---M--	200	added ('OK')	image/png	etag:%22f064-62616bbe7497d%22	http://bapatv.live/assets/images/Star%20Gold%20Thrill1730728943.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/Star%20Gold%20Thrill1730728943.png	(from http://bapatv.live/)
09:07:04	1346/1346	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:07:05%20GMT	http://bapatv.live/play.php?stream=313	C:/My%20Web%20Sites/tv/bapatv.live/play07a7.html	(from http://bapatv.live/)
09:07:08	75926/75926	---M--	200	added ('OK')	image/png	etag:%2212896-626b499bca601%22	http://bapatv.live/assets/images/Colors%20HD1731406975.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/Colors%20HD1731406975.png	(from http://bapatv.live/)
09:07:09	1342/1342	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:07:10%20GMT	http://bapatv.live/play.php?stream=324	C:/My%20Web%20Sites/tv/bapatv.live/playa22c.html	(from http://bapatv.live/)
09:07:16	77538/77538	---M--	200	added ('OK')	image/png	etag:%2212ee2-626b4b2da57e0%22	http://bapatv.live/assets/images/And%20Picture%201731407396.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/And%20Picture%201731407396.png	(from http://bapatv.live/)
09:07:17	83334/83334	---M--	200	added ('OK')	image/png	etag:%2214586-626b4a8c2ee06%22	http://bapatv.live/assets/images/Star%20Gold1731407227.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/Star%20Gold1731407227.png	(from http://bapatv.live/)
09:07:17	1344/1344	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:07:18%20GMT	http://bapatv.live/play.php?stream=314	C:/My%20Web%20Sites/tv/bapatv.live/playd5c4.html	(from http://bapatv.live/)
09:07:17	1340/1340	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:07:19%20GMT	http://bapatv.live/play.php?stream=315	C:/My%20Web%20Sites/tv/bapatv.live/play4144.html	(from http://bapatv.live/)
09:07:22	86205/86205	---M--	200	added ('OK')	image/png	etag:%22150bd-626b8b52bb5f2%22	http://bapatv.live/assets/images/Star%20Plus1731424615.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/Star%20Plus1731424615.png	(from http://bapatv.live/)
09:07:22	1338/1338	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:07:24%20GMT	http://bapatv.live/play.php?stream=354	C:/My%20Web%20Sites/tv/bapatv.live/play49ee.html	(from http://bapatv.live/)
09:07:32	90611/90611	---M--	200	added ('OK')	image/png	etag:%22161f3-626b4ba6f8cd9%22	http://bapatv.live/assets/images/Star%20Gold21731407524.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/Star%20Gold21731407524.png	(from http://bapatv.live/)
09:07:32	1344/1344	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:07:33%20GMT	http://bapatv.live/play.php?stream=309	C:/My%20Web%20Sites/tv/bapatv.live/play6fba.html	(from http://bapatv.live/)
09:07:33	96281/96281	---M--	200	added ('OK')	image/png	etag:%2217819-626b4c033ead0%22	http://bapatv.live/assets/images/Sony%20Max1731407620.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/Sony%20Max1731407620.png	(from http://bapatv.live/)
09:07:33	1346/1346	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:07:35%20GMT	http://bapatv.live/play.php?stream=388	C:/My%20Web%20Sites/tv/bapatv.live/play8022.html	(from http://bapatv.live/)
09:07:34	69772/69772	---M--	200	added ('OK')	image/png	etag:%221108c-626c2e581b1a4%22	http://bapatv.live/assets/images/National%20Geographic1731468376.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/National%20Geographic1731468376.png	(from http://bapatv.live/)
09:07:34	1342/1342	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:07:36%20GMT	http://bapatv.live/play.php?stream=385	C:/My%20Web%20Sites/tv/bapatv.live/play7bdb.html	(from http://bapatv.live/)
09:07:43	68738/68738	---M--	200	added ('OK')	image/png	etag:%2210c82-626b4a34414c9%22	http://bapatv.live/assets/images/Discovery1731407135.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/Discovery1731407135.png	(from http://bapatv.live/)
09:07:43	1344/1344	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:07:45%20GMT	http://bapatv.live/play.php?stream=386	C:/My%20Web%20Sites/tv/bapatv.live/playfc29.html	(from http://bapatv.live/)
09:07:46	13972/13972	---M--	200	added ('OK')	image/png	etag:%223694-626e14926a470%22	http://bapatv.live/assets/images/Nexux%20Tv1731598897.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/Nexux%20Tv1731598897.png	(from http://bapatv.live/)
09:07:46	1350/1350	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:07:47%20GMT	http://bapatv.live/play.php?stream=387	C:/My%20Web%20Sites/tv/bapatv.live/play3185.html	(from http://bapatv.live/)
09:07:49	89099/89099	---M--	200	added ('OK')	image/png	etag:%2215c0b-626e1451fc465%22	http://bapatv.live/assets/images/My%20Tv1731598829.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/My%20Tv1731598829.png	(from http://bapatv.live/)
09:07:49	1338/1338	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:07:50%20GMT	http://bapatv.live/play.php?stream=221	C:/My%20Web%20Sites/tv/bapatv.live/play7306.html	(from http://bapatv.live/)
09:07:50	107372/107372	---M--	200	added ('OK')	image/png	etag:%221a36c-626e14f0b4bf6%22	http://bapatv.live/assets/images/Ananda%20Tv1731598995.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/Ananda%20Tv1731598995.png	(from http://bapatv.live/)
09:07:51	1342/1342	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:07:52%20GMT	http://bapatv.live/play.php?stream=318	C:/My%20Web%20Sites/tv/bapatv.live/play2638.html	(from http://bapatv.live/)
09:07:59	79640/79640	---M--	200	added ('OK')	image/png	etag:%2213718-626e14c201c4f%22	http://bapatv.live/assets/images/Channel%20S1731598946.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/Channel%20S1731598946.png	(from http://bapatv.live/)
09:07:59	1344/1344	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:08:01%20GMT	http://bapatv.live/play.php?stream=378	C:/My%20Web%20Sites/tv/bapatv.live/play702f.html	(from http://bapatv.live/)
09:08:01	76994/76994	---M--	200	added ('OK')	image/png	etag:%2212cc2-6263adc74def3%22	http://bapatv.live/assets/images/Deepto%20TV1730884108.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/Deepto%20TV1730884108.png	(from http://bapatv.live/)
09:08:01	1338/1338	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:08:03%20GMT	http://bapatv.live/play.php?stream=283	C:/My%20Web%20Sites/tv/bapatv.live/play4a21.html	(from http://bapatv.live/)
09:08:03	78211/78211	---M--	200	added ('OK')	image/png	etag:%2213183-626b4ce366f64%22	http://bapatv.live/assets/images/Channel%20i1731407855.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/Channel%20i1731407855.png	(from http://bapatv.live/)
09:08:04	1348/1348	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:08:05%20GMT	http://bapatv.live/play.php?stream=294	C:/My%20Web%20Sites/tv/bapatv.live/play2ef9.html	(from http://bapatv.live/)
09:08:07	48237/48237	---M--	200	added ('OK')	image/png	etag:%22bc6d-626ceeae07718%22	http://bapatv.live/assets/images/Atn%20Bangla1731520005.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/Atn%20Bangla1731520005.png	(from http://bapatv.live/)
09:08:07	1332/1332	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:08:09%20GMT	http://bapatv.live/play.php?stream=296	C:/My%20Web%20Sites/tv/bapatv.live/play5671.html	(from http://bapatv.live/)
09:08:11	57939/57939	---M--	200	added ('OK')	image/png	etag:%22e253-626b0a32a36c0%22	http://bapatv.live/assets/images/NTV1731389953.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/NTV1731389953.png	(from http://bapatv.live/)
09:08:11	1350/1350	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:08:13%20GMT	http://bapatv.live/play.php?stream=297	C:/My%20Web%20Sites/tv/bapatv.live/playdfa9.html	(from http://bapatv.live/)
09:08:12	54986/54986	---M--	200	added ('OK')	image/png	etag:%22d6ca-626b46fb6ed04%22	http://bapatv.live/assets/images/Independent%20TV1731406270.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/Independent%20TV1731406270.png	(from http://bapatv.live/)
09:08:13	1348/1348	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:08:14%20GMT	http://bapatv.live/play.php?stream=299	C:/My%20Web%20Sites/tv/bapatv.live/play3c4a.html	(from http://bapatv.live/)
09:08:20	78767/78767	---M--	200	added ('OK')	image/png	etag:%22133af-626b476ad03f4%22	http://bapatv.live/assets/images/Rtv1731406387.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/Rtv1731406387.png	(from http://bapatv.live/)
09:08:20	1334/1334	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:08:22%20GMT	http://bapatv.live/play.php?stream=353	C:/My%20Web%20Sites/tv/bapatv.live/playe0bb.html	(from http://bapatv.live/)
09:08:22	58860/58860	---M--	200	added ('OK')	image/png	etag:%22e5ec-626b485ef4b39%22	http://bapatv.live/assets/images/Movie%20Bangla1731406643.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/Movie%20Bangla1731406643.png	(from http://bapatv.live/)
09:08:23	1338/1338	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:08:24%20GMT	http://bapatv.live/play.php?stream=308	C:/My%20Web%20Sites/tv/bapatv.live/play7a84.html	(from http://bapatv.live/)
09:08:27	42399/42399	---M--	200	added ('OK')	image/png	etag:%22a59f-626c2de74b760%22	http://bapatv.live/assets/images/Me%20TV1731468257.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/Me%20TV1731468257.png	(from http://bapatv.live/)
09:08:28	1338/1338	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:08:29%20GMT	http://bapatv.live/play.php?stream=339	C:/My%20Web%20Sites/tv/bapatv.live/playd873.html	(from http://bapatv.live/)
09:08:29	109965/109965	---M--	200	added ('OK')	image/png	etag:%221ad8d-626b47b6dec9a%22	http://bapatv.live/assets/images/Maasranga1731406467.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/Maasranga1731406467.png	(from http://bapatv.live/)
09:08:29	1338/1338	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:08:31%20GMT	http://bapatv.live/play.php?stream=335	C:/My%20Web%20Sites/tv/bapatv.live/play30e6.html	(from http://bapatv.live/)
09:08:35	43561/43561	---M--	200	added ('OK')	image/png	etag:%22aa29-626c282cc30d2%22	http://bapatv.live/assets/images/Ekushe%20TV1731466720.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/Ekushe%20TV1731466720.png	(from http://bapatv.live/)
09:08:35	1350/1350	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2003:08:36%20GMT	http://bapatv.live/play.php?stream=311	C:/My%20Web%20Sites/tv/bapatv.live/play6e90.html	(from http://bapatv.live/)
09:08:37	45647/45647	---M--	200	added ('OK')	image/png	etag:%22b24f-626c26fc3eabe%22	http://bapatv.live/assets/images/Desh%20TV1731466400.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/Desh%20TV1731466400.png	(from http://bapatv.live/)
09:08:41	112982/112982	---M--	200	added ('OK')	image/png	etag:%221b956-626b4a0985eff%22	http://bapatv.live/assets/images/Mohona%20TV1731407090.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/Mohona%20TV1731407090.png	(from http://bapatv.live/)
09:08:41	515/515	---M-Z	200	added ('OK')	text/javascript	etag:%22203-5ee386b941780-gzip%22	http://bapatv.live/js/scripts.js?v=40	C:/My%20Web%20Sites/tv/bapatv.live/js/scripts2aec.js	(from http://bapatv.live/)
09:08:42	89476/89476	---M-Z	200	added ('OK')	text/javascript	etag:%2215d84-610897f906f40-gzip%22	http://bapatv.live/js/jquery.min.js	C:/My%20Web%20Sites/tv/bapatv.live/js/jquery.min.js	(from http://bapatv.live/)
09:08:43	32946/32946	---MCZ	200	added ('OK')	application/javascript	etag:W/%2280b2-1931bc41aa8%22	https://cdn.commoninja.com/sdk/latest/commonninja.js	C:/My%20Web%20Sites/tv/cdn.commoninja.com/sdk/latest/commonninja.js	(from http://bapatv.live/)
09:08:47	106829/106829	---M--	200	added ('OK')	image/png	etag:%221a14d-626b4ae491a40%22	http://bapatv.live/assets/images/Banglavision1731407320.png	C:/My%20Web%20Sites/tv/bapatv.live/assets/images/Banglavision1731407320.png	(from http://bapatv.live/)
09:13:28	9346426/9346426	---M--	200	added ('OK')	application/vnd.android.package-archive	etag:%228e9d7a-626dae7af1100%22	http://bapatv.live/tv.apk	C:/My%20Web%20Sites/tv/bapatv.live/tv.apk	(from http://bapatv.live/)
09:13:40	343791/343791	---MCZ	200	added ('OK')	text/javascript	etag:%2253eef-5ee386fc03500-gzip%22	http://bapatv.live/js/hls.js	C:/My%20Web%20Sites/tv/bapatv.live/js/hls.js	(from http://bapatv.live/play.php?stream=361)
09:14:22	1201417/1201417	---M--	200	added ('OK')	image/jpeg	etag:%22125509-610897f906f40%22	http://bapatv.live/img/bgu.jpg	C:/My%20Web%20Sites/tv/bapatv.live/img/bgu.jpg	(from http://bapatv.live/css/style.css?v=2)
